id,date,vendor,amount,category,description,flagged,risk_score
9e477a3c-ec39-45f8-9829-2e76a49addb0,2023-01-02,Hilton Hotels,120.29,Services,Standard business expense,False,0.17
b850277a-4b52-43da-8c2c-a0caf75e33a4,2023-01-02,Salesforce,193.21,Services,Standard business expense,False,0.09
aff3a2ec-a4ab-4a1a-8f28-3abb12a77d07,2023-01-02,Zoom Video Comm,31.7,Services,Standard business expense,False,0.07
3dddb944-f8dc-4677-add6-d3c66c19bb47,2023-01-02,Salesforce,649.63,Software,Standard business expense,False,0.18
4f9de81d-f9b2-4730-a05f-0468f936a882,2023-01-02,Microsoft Azure,224.66,Utilities,Standard business expense,False,0.19
4808923d-1259-47f9-ad91-cf559cb72f8d,2023-01-02,Uber Business,543.53,Rent,Standard business expense,False,0.09
09f4bff8-9248-4318-95aa-1a103e0b111c,2023-01-02,Hilton Hotels,270.13,Software,Standard business expense,False,0.17
18feac2d-fafc-450d-a98e-e5f0ec800e8b,2023-01-02,Hilton Hotels,999.0,Utilities,Standard business expense,True,0.89
1023d066-0b4c-41e1-b145-628a5ac95c3f,2023-01-02,Salesforce,254.73,Utilities,Standard business expense,False,0.08
d238de53-aeb4-4070-af02-ffa805ed018b,2023-01-02,Hilton Hotels,615.27,Software,Standard business expense,False,0.09
14e57643-6a22-4a77-82e7-98175e0f47a4,2023-01-02,Microsoft Azure,280.74,Utilities,Standard business expense,False,0.19
3ca9c845-27c4-44f5-b7ea-9b444433c0e6,2023-01-03,Staples Corporate,195.72,Utilities,Standard business expense,False,0.11
b960c0b5-ced6-41d7-8441-535e4238753e,2023-01-03,WeWork,80.16,Services,Standard business expense,False,0.05
97aa967b-cd46-4939-8f1f-ab3eca2a12b6,2023-01-03,WeWork,231.48,Software,Standard business expense,False,0.2
b8fc8102-b488-4b58-a248-7eea53bdfc63,2023-01-03,Google Cloud,990.0,Travel,Standard business expense,True,0.89
c4272963-011e-4b21-a136-d2db24bdd685,2023-01-03,Salesforce,169.67,Rent,Standard business expense,False,0.07
0dc1faa6-e231-4872-9f4a-ab7caa9a8e5d,2023-01-03,AWS Web Services,535.05,Services,Standard business expense,False,0.02
7e3a5914-cde7-4bdd-8f73-95fb2314ddfd,2023-01-03,WeWork,67.86,Software,Standard business expense,False,0.16
f93851bd-b224-4c95-8529-0772b2fb7217,2023-01-03,Office Supplies Depot (Unverified),5000.0,Utilities,Consulting Fee,True,0.62
64752f9c-ebad-4ddb-9a0e-e93767a9533a,2023-01-03,Delta Airlines,1064.78,Travel,Standard business expense,False,0.0
24bce94b-2193-49f0-8b97-6aa13c79f032,2023-01-03,Google Cloud,36.72,Travel,Standard business expense,False,0.01
dd148313-edd9-42cc-98f1-7e4ff84c46fc,2023-01-03,Staples Corporate,135.93,Software,Standard business expense,False,0.01
3af5ac90-0bc3-4c47-992f-e05d2a8500c9,2023-01-03,Zoom Video Comm,143.76,Software,Standard business expense,False,0.02
6608aaaa-b4a7-4ae8-988d-37aeaaf9fe07,2023-01-03,Zoom Video Comm,239.33,Office Supplies,Standard business expense,False,0.16
3c823722-66a5-4416-947a-5970dfd2c896,2023-01-03,Slack Technologies,263.91,Services,Standard business expense,False,0.08
b8b8baf7-5856-4f72-a9c3-8abd1e5981e1,2023-01-03,Staples Corporate,85.93,Software,Standard business expense,False,0.1
1c449b4c-5ff5-4852-8ae2-1540b7f4a032,2023-01-03,Salesforce,4990.0,Office Supplies,Standard business expense,True,0.64
793ac74d-ed5a-493e-a464-21677321c40d,2023-01-03,Salesforce,81.91,Rent,Standard business expense,False,0.16
d712f770-4cad-4c0f-ae26-f736c26dd307,2023-01-03,Staples Corporate,71.53,Services,Standard business expense,False,0.16
f75dbd14-b720-4eb9-a37a-a33014031aa6,2023-01-03,Uber Business,264.57,Services,Standard business expense,False,0.08
d05215f6-dbc1-4c3c-9331-7d4a35f246aa,2023-01-03,Rapid Solutions,2000.0,Travel,Consulting Fee,True,0.85
69a179ad-1acb-482b-b32d-03e03e90ed79,2023-01-03,Delta Airlines,63.62,Services,Standard business expense,False,0.04
c4d77e20-e7a9-4679-864c-9f1876b006d2,2023-01-03,Hilton Hotels,399.45,Software,Standard business expense,False,0.13
1e8c288b-45cf-4afa-bd33-d3c8b1b67169,2023-01-03,AWS Web Services,144.47,Rent,Standard business expense,False,0.18
dc6132f5-0055-4746-8723-614398a3250e,2023-01-03,AWS Web Services,203.75,Software,Standard business expense,False,0.06
4a25bad6-78c3-47ac-9ac3-039cf8ebdf5e,2023-01-03,WeWork,125.21,Office Supplies,Standard business expense,False,0.01
84319583-33f5-4f8d-911b-5e8ccd5fb770,2023-01-03,Uber Business,206.51,Office Supplies,Standard business expense,False,0.07
8d0d1c02-fe0b-4172-9ad7-d8dc04c5b31f,2023-01-03,Hilton Hotels,291.95,Office Supplies,Standard business expense,False,0.1
9c651006-c4a4-4f6c-8c4e-fb92621f0338,2023-01-03,Microsoft Azure,102.87,Office Supplies,Standard business expense,False,0.07
2d6c2aa8-a9af-4adb-9ce1-bddc15652f00,2023-01-03,WeWork,334.41,Services,Standard business expense,False,0.18
706b2c52-26ac-407a-93c2-d24de1aef31b,2023-01-03,Uber Business,267.79,Software,Standard business expense,False,0.11
7916a77b-56cd-4646-964a-ea65e93f2dad,2023-01-03,Hilton Hotels,236.94,Travel,Standard business expense,False,0.13
3ac653bb-ad68-4dde-bec0-0746cf87b0bb,2023-01-03,Delta Airlines,48.09,Rent,Standard business expense,False,0.13
854c57bf-10cc-4d87-844f-e9a2c93f5a34,2023-01-03,Google Cloud,999.0,Travel,Standard business expense,True,0.68
6292a357-12ae-44b4-beca-15cceb84ff01,2023-01-03,Hilton Hotels,512.95,Utilities,Standard business expense,False,0.13
750bc99e-e3ee-4b31-8601-52d48707da89,2023-01-03,Salesforce,676.88,Services,Standard business expense,False,0.07
5ae3238f-75ac-471c-ade6-e9761616a7bd,2023-01-03,WeWork,511.5,Rent,Standard business expense,False,0.13
5cd5f4d1-054e-4fd8-8778-38293448f8f3,2023-01-03,Management Co.,500.0,Travel,Consulting Fee,True,0.68
e28acf85-de38-40da-9a58-bb1b1968aa4b,2023-01-03,WeWork,852.7,Software,Standard business expense,False,0.2
bb9cb09d-c9dc-43c5-a933-513de7e0c2c2,2023-01-03,AWS Web Services,215.33,Rent,Standard business expense,False,0.07
eaa65550-0579-4c8d-aee4-ba48d48f4ed2,2023-01-03,Zoom Video Comm,172.49,Utilities,Standard business expense,False,0.1
00a8fd6e-5792-4649-b5f6-16b1daaac5e3,2023-01-03,Uber Business,160.39,Utilities,Standard business expense,False,0.0
c14699ea-bfd5-4b87-b8c6-24d82c6b4127,2023-01-03,Slack Technologies,1663.29,Office Supplies,Standard business expense,False,0.12
af08f9f1-26e9-4c37-ae89-412dc78e4c7a,2023-01-03,Delta Airlines,10.14,Office Supplies,Standard business expense,False,0.06
a90bf6e7-b7dc-4e81-83ae-85d450fd7b5a,2023-01-03,Microsoft Azure,203.24,Travel,Standard business expense,False,0.18
47973492-03f1-4c32-8da7-9baeaf7c2dbb,2023-01-03,Uber Business,75.53,Utilities,Standard business expense,False,0.05
92328795-a4bc-4892-a8dc-5d2cd9ab55f1,2023-01-03,Slack Technologies,162.37,Travel,Standard business expense,False,0.03
4c4fe51e-f4c9-460c-99c6-37f1b7981f6d,2023-01-03,Uber Business,141.69,Rent,Standard business expense,False,0.09
6f8a2250-df86-4e39-bb0a-4786ea5aabd3,2023-01-03,WeWork,1197.78,Office Supplies,Standard business expense,False,0.04
29ea02a4-0be9-40b9-8dd1-822a253afafe,2023-01-03,Salesforce,987.08,Travel,Standard business expense,False,0.13
0be1a2e6-be56-4bfb-b268-53f95a53e35e,2023-01-04,Delta Airlines,99.42,Utilities,Standard business expense,False,0.18
7d45c04a-4028-46de-9e8e-2caa6bb3b81d,2023-01-04,WeWork,395.96,Office Supplies,Standard business expense,False,0.19
3637ccd0-5ca1-42a8-9571-3809cd46118d,2023-01-04,Slack Technologies,407.83,Rent,Standard business expense,False,0.0
34f0d069-4da1-409d-b639-18c35998f802,2023-01-04,Salesforce,851.9,Utilities,Standard business expense,False,0.15
a78e1f1b-45c2-4a36-8c51-79f131bcea65,2023-01-04,AWS Web Services,136.76,Services,Standard business expense,False,0.05
00b13933-a3cb-40b0-af77-b11d7c180d1b,2023-01-04,Zoom Video Comm,538.53,Utilities,Standard business expense,False,0.0
f881819f-8d23-4d41-b46b-2b0de6705049,2023-01-04,Slack Technologies,33.57,Rent,Standard business expense,False,0.01
e9b9b835-7480-4324-ba59-76e774a66b16,2023-01-04,Hilton Hotels,125.27,Rent,Standard business expense,False,0.1
500bc050-f272-4fc7-94b0-ba68a81bd683,2023-01-04,Microsoft Azure,231.24,Software,Standard business expense,False,0.2
365dfdd2-167c-42a3-94e6-45ccd994911e,2023-01-04,Microsoft Azure,121.06,Software,Standard business expense,False,0.17
8bb9fa7f-6013-49ca-89c8-df5e4cd359f7,2023-01-04,Slack Technologies,102.72,Utilities,Standard business expense,False,0.08
eed67f4f-e3da-46d1-a221-f8abe899611c,2023-01-04,Zoom Video Comm,31.46,Services,Standard business expense,False,0.06
1157b13a-3ab5-4f5a-9e40-ede7269d1a5c,2023-01-04,Zoom Video Comm,269.16,Rent,Standard business expense,False,0.01
33547914-53e7-4de9-8c77-6158a46cf8ea,2023-01-04,Hilton Hotels,951.31,Utilities,Standard business expense,False,0.03
1cc6f3d1-e0f0-4d4a-990f-f323d1b56dba,2023-01-04,AWS Web Services,244.41,Utilities,Standard business expense,False,0.13
fc64e115-1e56-45cd-8914-ce283e5b831c,2023-01-04,Slack Technologies,161.11,Services,Standard business expense,False,0.08
ecf47d7c-d611-41aa-9cef-d463e3f282eb,2023-01-04,Delta Airlines,848.82,Travel,Standard business expense,False,0.17
553aabaa-bbb0-446b-8828-134de7eff760,2023-01-04,Salesforce,321.64,Office Supplies,Standard business expense,False,0.09
f73acf94-7417-4a1d-a9b5-9c154cd42e63,2023-01-04,Salesforce,342.5,Services,Standard business expense,False,0.12
33a03399-c828-46e7-a4c9-504da8164954,2023-01-04,Hilton Hotels,387.73,Utilities,Standard business expense,False,0.01
fe2345af-85b5-4a81-b777-ad12f9db46ca,2023-01-04,Hilton Hotels,597.43,Services,Standard business expense,False,0.02
e8778c23-ec2f-41fa-9141-e203bd74e036,2023-01-04,Delta Airlines,165.57,Services,Standard business expense,False,0.12
d27bdfcf-a549-42cd-a54b-32022f9a7133,2023-01-04,Staples Corporate,65.21,Travel,Standard business expense,False,0.15
1f61f8cf-1d70-4cce-ab7f-59b31291665c,2023-01-04,Delta Airlines,430.71,Travel,Standard business expense,False,0.0
7e20b8e3-046d-48c7-9837-f915d06db33d,2023-01-04,Slack Technologies,595.34,Travel,Standard business expense,False,0.15
8b62dcfa-245e-4108-abe9-163c3e7f21fb,2023-01-04,Google Cloud,401.67,Software,Standard business expense,False,0.1
e992eb8a-aadd-4aeb-ae63-647fac1c84a7,2023-01-04,Global Services LLC,1000.0,Rent,Consulting Fee,True,0.76
a945fb5c-60c6-4e12-8818-a535203a1339,2023-01-04,Salesforce,588.22,Office Supplies,Standard business expense,False,0.09
74abd595-0024-42dc-a4eb-cb4338d4095e,2023-01-04,AWS Web Services,61.12,Software,Standard business expense,False,0.17
07022cfa-1367-4fb4-b645-5b7712a74a01,2023-01-04,Google Cloud,38.74,Rent,Standard business expense,False,0.0
ddb0eab2-b902-4d2e-a166-e7fc820a6b9b,2023-01-04,Google Cloud,77.51,Utilities,Standard business expense,False,0.14
3b19a09a-5b8c-46aa-bd11-2d636d72bba1,2023-01-04,Uber Business,1476.05,Software,Standard business expense,False,0.07
f680a26a-4e87-4800-9431-fd929e543ed0,2023-01-04,Uber Business,378.72,Travel,Standard business expense,False,0.0
f5ee56da-0cc3-4002-9829-f2c7c9aa4458,2023-01-04,Zoom Video Comm,1587.39,Travel,Standard business expense,False,0.12
6d1f8fdb-3388-493c-8602-69a74489f024,2023-01-04,AWS Web Services,203.59,Services,Standard business expense,False,0.06
e00a6a3e-d644-4ec5-8cbf-56d7e075f64e,2023-01-04,Google Cloud,519.35,Services,Standard business expense,False,0.07
91801e5f-7df4-491b-92b2-bd950cdcd0c6,2023-01-04,Delta Airlines,87.93,Services,Standard business expense,False,0.03
bbaab5f3-660f-4d72-9753-38b2bb9fcd82,2023-01-04,Hilton Hotels,976.15,Services,Standard business expense,False,0.12
4e1c892f-2634-44c3-818e-c48002fa66c3,2023-01-05,Google Cloud,322.35,Utilities,Standard business expense,False,0.03
8209d814-aa6d-493a-aa72-6820cc733c45,2023-01-05,Delta Airlines,1226.86,Travel,Standard business expense,False,0.18
718519f4-401b-4059-8e7e-48a9949922aa,2023-01-05,Salesforce,285.05,Travel,Standard business expense,False,0.17
67e8194d-060e-4200-98da-b4911d0a2ae6,2023-01-05,Slack Technologies,360.08,Services,Standard business expense,False,0.04
f948101a-5138-4a03-be4e-ff81041aac2c,2023-01-05,AWS Web Services,519.49,Office Supplies,Standard business expense,False,0.01
6e23415f-79d0-424d-b5e8-f544a05869d2,2023-01-05,Slack Technologies,828.07,Office Supplies,Standard business expense,False,0.17
ed35393a-e93e-48f3-85cf-80a35cb59883,2023-01-05,Hilton Hotels,332.07,Travel,Standard business expense,False,0.04
1d735a87-46ba-41c1-b984-17e4dd5c728e,2023-01-05,Slack Technologies,34.53,Rent,Standard business expense,False,0.03
593b9cde-9337-492d-b10a-b6cfc3fb94d7,2023-01-05,Hilton Hotels,103.81,Software,Standard business expense,False,0.07
1076d06a-bb08-4921-a06f-4d226f51a6d4,2023-01-05,Hilton Hotels,463.82,Utilities,Standard business expense,False,0.13
77e79b2e-6d36-49b2-a51a-4ee8e39c95d3,2023-01-05,Microsoft Azure,133.31,Travel,Standard business expense,False,0.15
22314198-84b7-4019-b58c-ff07f4adb6f0,2023-01-05,Delta Airlines,100.48,Software,Standard business expense,False,0.15
d0df1fe3-b8bf-43bb-8e9f-a24034a8b75f,2023-01-05,Rapid Solutions,1500.0,Software,Consulting Fee,True,0.77
3e2485f5-72b0-432c-b4e7-054750c006c3,2023-01-05,Microsoft Azure,322.11,Utilities,Standard business expense,False,0.13
18c9c617-58d8-48b7-a487-ec290214a574,2023-01-05,Hilton Hotels,31.05,Office Supplies,Standard business expense,False,0.11
e245a51b-4db5-432f-aca9-3071c55fb99f,2023-01-05,Google Cloud,112.7,Software,Standard business expense,False,0.06
f507b025-aaca-4b31-a60b-1eed1044439c,2023-01-05,Slack Technologies,862.83,Software,Standard business expense,False,0.18
f59cbeb8-04a6-45a9-8fb5-a470b4ad0672,2023-01-05,Salesforce,22.27,Services,Standard business expense,False,0.11
214fa5c6-9b7f-4ef1-a03f-82cdb4a749ea,2023-01-05,Slack Technologies,841.5,Utilities,Standard business expense,False,0.03
bacace35-6a8e-4914-b5d8-2b8f681bdc7e,2023-01-05,Slack Technologies,63.35,Rent,Standard business expense,False,0.06
2edfd4fd-eba7-4272-a733-e3d5621c84c1,2023-01-05,Microsoft Azure,168.33,Software,Standard business expense,False,0.05
25783d8e-ed9c-4b97-b75f-289994d53c74,2023-01-05,Microsoft Azure,867.94,Rent,Standard business expense,False,0.05
a81e5dd9-26c1-4d27-9c56-2dc39cf5dd53,2023-01-05,WeWork,72.25,Services,Standard business expense,False,0.14
a74a8f63-d429-4e13-a62e-1abf84cf8e81,2023-01-05,Staples Corporate,934.17,Office Supplies,Standard business expense,False,0.01
ef5a22de-b64f-470d-bee0-ee40f52ea0c7,2023-01-05,WeWork,41.87,Travel,Standard business expense,False,0.08
7dfbd1fa-88bb-4b72-b155-da7f602a9079,2023-01-05,Staples Corporate,582.99,Rent,Standard business expense,False,0.04
d7c08dd9-1238-4563-87e2-f09e54f5e647,2023-01-05,Uber Business,88.81,Travel,Standard business expense,False,0.18
53aaddda-ef4c-4b8d-9f2f-088169361b8d,2023-01-05,Hilton Hotels,146.76,Rent,Standard business expense,False,0.03
e7bb93e7-8f47-4c9c-8fac-ee38edca7210,2023-01-05,Google Cloud,152.88,Utilities,Standard business expense,False,0.04
bd0b0094-4d82-4fdf-9b92-dd55a2cf9c40,2023-01-05,Slack Technologies,950.58,Services,Standard business expense,False,0.02
d68e1a3d-0c78-4f4a-be2b-5451a7c4580b,2023-01-05,AWS Web Services,312.24,Software,Standard business expense,False,0.0
0b3e0485-ad7e-4631-ab70-4cd228aa9781,2023-01-05,Delta Airlines,10.99,Rent,Standard business expense,False,0.05
68042cde-08eb-48bd-bcbc-de278559be37,2023-01-05,Delta Airlines,143.17,Services,Standard business expense,False,0.2
54207741-3716-4154-877f-16ad5b7426f5,2023-01-05,Uber Business,221.39,Office Supplies,Standard business expense,False,0.03
5da8b616-0bc1-457d-a226-84a245bba291,2023-01-05,Hilton Hotels,111.11,Office Supplies,Standard business expense,False,0.05
9c6f7a8a-f4b9-478c-b784-df2e906df0d2,2023-01-05,Google Cloud,1388.07,Office Supplies,Standard business expense,False,0.06
2b5ddbcb-f003-4c31-810e-50363d2feb86,2023-01-05,WeWork,121.22,Travel,Standard business expense,False,0.19
c1e52c11-4e53-4b5e-bf5b-3d90cfad6851,2023-01-05,Slack Technologies,187.41,Software,Standard business expense,False,0.18
cf0cfa5c-fa28-4f4b-a50a-8ca20e12c092,2023-01-05,Google Cloud,1325.05,Services,Standard business expense,False,0.01
3647f346-1d89-4ff9-9990-8b1aa1f11ecf,2023-01-06,Google Cloud,572.48,Office Supplies,Standard business expense,False,0.18
0985da60-16d9-4f7c-a3cd-e7e7ea8743a5,2023-01-06,Google Cloud,521.32,Software,Standard business expense,False,0.16
2950b91e-43cd-4459-b2f3-3b3ba9474640,2023-01-06,Salesforce,296.86,Utilities,Standard business expense,False,0.0
eb2b3a6f-42d3-4b16-9818-1c5a419b3317,2023-01-06,Slack Technologies,96.49,Travel,Standard business expense,False,0.02
85a911d7-e70a-4b07-86d6-f040a5c34156,2023-01-06,Hilton Hotels,135.16,Travel,Standard business expense,False,0.15
0ce5114a-1e9a-4f9a-8fd5-42d904ea5ec0,2023-01-06,Salesforce,275.87,Software,Standard business expense,False,0.11
eff08e66-ea10-4cf4-aae7-71db234cc793,2023-01-06,Google Cloud,177.06,Office Supplies,Standard business expense,False,0.08
a3ef0fba-010c-428d-9c72-343a36d1352b,2023-01-06,Staples Corporate,196.49,Software,Standard business expense,False,0.1
ea4615f9-a69b-4718-8dd9-e9d72ac0bc5f,2023-01-06,Slack Technologies,908.76,Rent,Standard business expense,False,0.2
7ac2210d-7428-4d8d-a9af-dd880654a354,2023-01-06,WeWork,761.81,Office Supplies,Standard business expense,False,0.15
cc8edd37-940e-43f9-8640-484be0cef3ae,2023-01-06,Uber Business,86.88,Rent,Standard business expense,False,0.01
41fc37b6-7d72-41d8-88b4-f928e439b057,2023-01-06,Salesforce,49.35,Utilities,Standard business expense,False,0.11
07c50e0f-f9c2-4437-a908-83cf2e38393c,2023-01-06,Hilton Hotels,197.88,Utilities,Standard business expense,False,0.13
14c5d69b-396e-4e7d-b2fe-3850598b975f,2023-01-06,Uber Business,670.26,Office Supplies,Standard business expense,False,0.16
fa24776a-c06f-41f1-90aa-b132524e1fe6,2023-01-06,AWS Web Services,103.46,Software,Standard business expense,False,0.06
6cdc20a1-2d8b-4d03-a1a5-727be98d99ab,2023-01-06,Google Cloud,44.7,Rent,Standard business expense,False,0.06
2935e881-fc46-4245-b6b2-8481fa2a5b7e,2023-01-06,Hilton Hotels,143.18,Travel,Standard business expense,False,0.01
d61262e9-39e8-49c2-9982-3fb1f290f7ed,2023-01-06,WeWork,301.19,Utilities,Standard business expense,False,0.02
9bb6d95c-c92f-45d6-a1b8-fff80f7bebeb,2023-01-06,Hilton Hotels,323.56,Travel,Standard business expense,False,0.02
047aab0e-6b2d-4fc9-bda8-362512aafbd8,2023-01-06,WeWork,147.09,Office Supplies,Standard business expense,False,0.05
38e2b67e-0a26-4e87-830a-8224bcd2344a,2023-01-06,AWS Web Services,712.19,Rent,Standard business expense,False,0.2
75946388-4ebc-4bc7-9de0-6c0cf0eabc9a,2023-01-06,Delta Airlines,177.65,Rent,Standard business expense,False,0.13
04f50c1d-19a3-418b-b6c1-36a255b2af26,2023-01-06,Salesforce,125.24,Software,Standard business expense,False,0.0
4d339999-624e-4152-9856-3f397bfb437c,2023-01-06,Hilton Hotels,63.28,Utilities,Standard business expense,False,0.18
a16edb96-d57a-40c2-a07a-a7a368d340b3,2023-01-06,WeWork,204.15,Office Supplies,Standard business expense,False,0.19
cebc0ee1-d8b5-49e1-bcd7-90d9397c38c1,2023-01-06,Google Cloud,263.38,Services,Standard business expense,False,0.16
2a72ce68-aaaf-4046-a459-2836167e485a,2023-01-06,Office Supplies Depot (Unverified),1000.0,Travel,Consulting Fee,True,0.76
f98ecdc0-4c92-49a6-86f3-2ecaa38918bb,2023-01-06,Slack Technologies,990.0,Utilities,Standard business expense,True,0.77
6939278f-e476-400c-a478-596dda10c524,2023-01-06,AWS Web Services,185.32,Utilities,Standard business expense,False,0.07
3140e1a0-c9b2-41c5-91ac-8f7ade1f9ee5,2023-01-06,Salesforce,84.17,Travel,Standard business expense,False,0.1
544fd0b5-1fc0-43da-a914-73608a6f5e53,2023-01-06,Slack Technologies,264.42,Rent,Standard business expense,False,0.2
050345aa-cb62-4e3c-b994-a6db2663c2b9,2023-01-06,AWS Web Services,741.06,Office Supplies,Standard business expense,False,0.01
963ec5b9-9d7c-484a-b246-be6603d0f516,2023-01-06,Hilton Hotels,4990.0,Utilities,Standard business expense,True,0.71
d2e8b1fd-f574-4a23-a8d4-7da9cc1d9e7f,2023-01-06,Delta Airlines,100.32,Office Supplies,Standard business expense,False,0.1
15a61f86-2a93-45e4-a9eb-5dc8667584da,2023-01-07,Google Cloud,695.2,Rent,Standard business expense,False,0.04
808b21fb-5d72-450f-92d2-2af207612204,2023-01-07,Microsoft Azure,196.63,Travel,Standard business expense,False,0.07
6bf4cf9f-a562-4456-8631-13edee572503,2023-01-07,Office Supplies Depot (Unverified),1000.0,Rent,Consulting Fee,True,0.74
1a49d116-4538-4b38-9cce-5620d695497d,2023-01-07,Office Supplies Depot (Unverified),500.0,Services,Consulting Fee,True,0.67
0b0f9b4e-4e50-487d-bc1b-1df9782d8369,2023-01-07,Consulting Partners Inc,1500.0,Office Supplies,Consulting Fee,True,0.64
577bc7ba-488e-4a43-94ba-897ee7069735,2023-01-07,Zoom Video Comm,630.44,Software,Standard business expense,False,0.15
d420a9f1-1e7e-402c-9ed6-cd0249936b46,2023-01-07,Management Co.,1500.0,Office Supplies,Consulting Fee,True,0.7
c985fa58-1b22-4a60-9c8e-1686f7c80eb1,2023-01-07,Salesforce,615.11,Travel,Standard business expense,False,0.07
22fc45d2-0864-411e-8f0d-57a0f53bb8aa,2023-01-07,Rapid Solutions,2000.0,Utilities,Consulting Fee,True,0.75
e9c8fe69-a793-40c2-9c39-ec7449493711,2023-01-08,Zoom Video Comm,4990.0,Utilities,Standard business expense,True,0.66
b47a8ca6-733a-46ee-8b88-2be18e6a076d,2023-01-08,Salesforce,4995.0,Rent,Standard business expense,True,0.66
d8062e2b-20ef-45cb-b030-b46932a22fe7,2023-01-08,Salesforce,587.63,Software,Standard business expense,False,0.09
c31d4e47-eb24-4985-af68-b360a5e7cf3e,2023-01-08,Zoom Video Comm,485.5,Services,Standard business expense,False,0.12
6e626d5d-ef84-4987-b279-26da29676035,2023-01-08,Google Cloud,990.0,Travel,Standard business expense,True,0.75
3340d554-f636-40fd-b725-1596f6abb805,2023-01-09,Staples Corporate,142.5,Office Supplies,Standard business expense,False,0.09
b3a8d3fb-7fc2-4557-a290-5363f7c1128a,2023-01-09,Office Supplies Depot (Unverified),500.0,Software,Consulting Fee,True,0.71
da36a99c-7777-43d1-af5c-37b526e426fc,2023-01-09,Google Cloud,389.71,Rent,Standard business expense,False,0.03
b51766f2-d45e-48dc-924d-b3753798391a,2023-01-09,Hilton Hotels,454.84,Utilities,Standard business expense,False,0.06
1169ffd1-c591-4880-9234-03e7f9f04cd2,2023-01-09,Microsoft Azure,246.26,Rent,Standard business expense,False,0.05
0ca8f9f1-0542-4c2b-865d-27cc171366d5,2023-01-09,Microsoft Azure,63.4,Services,Standard business expense,False,0.16
479592b2-5c5a-4b2e-a708-98ac2a1169be,2023-01-09,Google Cloud,221.5,Travel,Standard business expense,False,0.13
c737e9bf-fea3-4933-b42d-7a1168f8b111,2023-01-09,Delta Airlines,51.74,Software,Standard business expense,False,0.04
423f0a3a-fdc9-44b9-93b4-4b5b106d93f8,2023-01-09,Zoom Video Comm,128.18,Utilities,Standard business expense,False,0.02
